osm_type,osm_id,lat,lon,housenumber,street,unit,city,state,postcode,country,full_address,nearest_segment_id,nearest_from_node,nearest_to_node,nearest_street_name,distance_to_road_m
way,405031985,29.628797189980475,-82.46015283650975,11108,Southwest 24th Avenue,,Gainesville,FL,,US,"11108 Southwest 24th Avenue, Gainesville FL, US",111025,6060333593,6060333592,Southwest 110th Terrace,1.42
node,8007791767,29.6460704,-82.3243336,619,South Main Street,,Gainesville,FL,32601,,"619 South Main Street, Gainesville FL 32601",108335,2587439062,2587439063,,1.68
way,409184123,29.68299094751906,-82.35703271874758,3730,Northwest 31st Avenue,,Gainesville,FL,,US,"3730 Northwest 31st Avenue, Gainesville FL, US",107594,2163019958,2163019961,Northwest 23rd Terrace,1.92
way,821705462,29.638002387263366,-82.41804457282703,6519,West Newberry Road,,Gainesville,FL,32607,US,"6519 West Newberry Road, Gainesville FL 32607, US",112476,7911470670,7911470678,Southwest 17th Road,2.76
relation,4012073,28.966213696921276,-81.95590277256643,11560,Southeast 176th Place Road,,Summerfield,FL,34491,,"11560 Southeast 176th Place Road, Summerfield FL 34491",31267,2086778384,98796643,Southeast 119th Cricle,4.07
node,9499839178,29.1842866,-82.1351122,112,East Fort King Street,,Ocala,FL,34471,,"112 East Fort King Street, Ocala FL 34471",10259,98824984,98817077,Southeast Osceola Avenue,4.23
node,12757596659,28.9663606,-82.0167354,17550,"SE 81st Parnassus Ct,",,,,,,"17550 SE 81st Parnassus Ct,",31989,2161772979,2161772979,Southeast 81st Parnassus Court,4.4
way,417910689,29.60717118749867,-82.4478766164116,10000,Southwest 52nd Avenue,,Gainesville,FL,,US,"10000 Southwest 52nd Avenue, Gainesville FL, US",79944,84844291,84800584,Southwest 52nd Avenue,5.61
way,866464029,29.639516496492693,-82.36021757161295,1388,Orchard Drive,,Gainesville,FL,32611,,"1388 Orchard Drive, Gainesville FL 32611",108347,2654104462,2654104610,Orchard Drive,5.84
node,13007166897,29.6789858,-82.3316482,669,NW 29th Avenue,,Gainesville,FL,32609,,"669 NW 29th Avenue, Gainesville FL 32609",110295,4293864724,4293864723,Northwest 29th Avenue,5.96
way,1206511794,29.654896731671762,-82.34385274249726,1620,Northwest 3rd Place,,Gainesville,FL,32603,,"1620 Northwest 3rd Place, Gainesville FL 32603",103677,84915929,84930779,Northwest 4th Avenue,7.14
node,4170000116,29.6827521,-82.3575993,3234,Northwest 23rd Road,,Gainesville,FL,,US,"3234 Northwest 23rd Road, Gainesville FL, US",107592,2163019955,2163019954,Northwest 32nd Place,7.59
way,333461345,28.97266165648039,-82.03334121911944,7415,SE 172nd Legacy Ln,,The Villages,FL,32162,,"7415 SE 172nd Legacy Ln, The Villages FL 32162",32431,2161801689,2161801689,Southeast 171st Brookhaven Place,7.77
node,367826245,29.5922222,-82.0869444,6700,SE 221ST ST,,Hawthorne,FL,32640,,"6700 SE 221ST ST, Hawthorne FL 32640",38672,84844855,84886016,Southeast 67th Place,8.26
node,4497579171,29.6071871,-82.4384129,9124,Southwest 51st Road,B-104,Gainesville,FL,32608,,"9124 Southwest 51st Road #B-104, Gainesville FL 32608",81758,84914481,84843232,Southwest 51st Road,8.75
node,12725559736,29.6554032,-82.3274213,224,,,,,,,224,102377,84903175,84896836,Northwest 4th Place,8.92
node,5925143886,29.5301111,-82.5106777,15790,,,,,,,15790,80741,84872215,84888741,SW County Road 346,8.97
node,13436535208,29.651823,-82.325747,19,West University Avenue,,Gainesville,FL,32601,,"19 West University Avenue, Gainesville FL 32601",91361,84834491,84834494,Southwest 1st Street,9.03
node,1595404095,29.6511513,-82.3266928,48,SW 2nd St,,,,32601,,"48 SW 2nd St, 32601",94884,84855614,9242155942,Southwest 2nd Street,9.09
node,11593746669,29.6059463,-82.4392171,5213,Southwest 91st Terrace,,Gainesville,FL,32608,,"5213 Southwest 91st Terrace, Gainesville FL 32608",79839,84843221,84843224,Southwest 91st Terrace,9.11
node,2680895361,29.5850507,-82.2402243,7204,SE Country Road 234,,Gainesville,,32641,,"7204 SE Country Road 234, Gainesville 32641",85478,12610738872,84840037,,9.11
node,5152459430,29.6503877,-82.3236051,214,Southeast 2nd Avenue,,Gainesville,FL,,,"214 Southeast 2nd Avenue, Gainesville FL",89208,84826212,84919360,Southeast 2nd Avenue,9.32
node,4497579135,29.6055025,-82.4394382,5216,Southwest 91st Terrace,,Gainesville,FL,,US,"5216 Southwest 91st Terrace, Gainesville FL, US",79838,84843221,3583692600,Southwest 91st Terrace,9.35
node,5165882821,29.6634586,-82.4112076,1131,Northwest 64th Terrace,,,,32605,,"1131 Northwest 64th Terrace, 32605",87078,84788527,84864196,Northwest 9th Boulevard;Northwest 64th Terrace,9.43
node,13413871276,29.6458415,-82.3246162,619,South Main Street,1B,Gainesville,FL,32601,,"619 South Main Street #1B, Gainesville FL 32601",108337,2587439063,2587439059,,9.57
way,1218115103,29.156866893084604,-82.18423654200527,3409,Southwest 34th Terrace,,Ocala,FL,34474,,"3409 Southwest 34th Terrace, Ocala FL 34474",76494,11287155616,11287155618,,9.63
node,13007166896,29.67877,-82.3324474,2846,NW 7th Terrace,,Gainesville,FL,32609,,"2846 NW 7th Terrace, Gainesville FL 32609",110288,4293864714,4293864715,Northwest 29th Court,9.65
node,4497579113,29.6067929,-82.4377457,5201,Southwest 91st Drive,,Gainesville,FL,,US,"5201 Southwest 91st Drive, Gainesville FL, US",79267,84830667,84914481,Southwest 51st Road,9.74
way,863605344,29.63064255,-82.36774095000001,3063,Long Leaf Road,,Gainesville,FL,32611,,"3063 Long Leaf Road, Gainesville FL 32611",108496,2977631331,6097321563,Long Leaf Road,9.86
node,12559453829,29.5046713,-82.2793608,203,Northeast Cholokka Boulevard,,,,,,203 Northeast Cholokka Boulevard,78443,84777374,84927176,Northeast Cholokka Boulevard,9.87
way,580184283,29.655723000000002,-82.32817945,308,Northwest 5th Avenue,,Gainesville,FL,32601,,"308 Northwest 5th Avenue, Gainesville FL 32601",90834,84833045,84880628,Northwest 5th Avenue,9.96
node,358739274,29.4496932,-82.2212091,20632,8th Street,,,,,,20632 8th Street,83190,98928260,98928257,8th Street,10.12
node,8013981115,29.6738911,-82.3007202,1920,Northeast 23rd Avenue,,Gainesville,FL,32609,,"1920 Northeast 23rd Avenue, Gainesville FL 32609",94465,84853918,84718061,Northeast 23rd Avenue,10.16
way,503478023,29.627379637465292,-82.3678770079205,3009,Southwest Archer Road,,Gainesville,FL,32608,US,"3009 Southwest Archer Road, Gainesville FL 32608, US",108962,3633010367,84738224,,10.18
node,4497578860,29.6081105,-82.4373984,9122,Southwest 49th Place,,Gainesville,FL,,US,"9122 Southwest 49th Place, Gainesville FL, US",81862,84921836,84778381,Southwest 91st Drive,10.25
node,4497579130,29.6053077,-82.4385718,5231,Southwest 91st Drive,,Gainesville,FL,,US,"5231 Southwest 91st Drive, Gainesville FL, US",84800,4497579142,84888696,Southwest 91st Drive,10.27
node,4497579119,29.6063537,-82.4380354,5209,Southwest 91st Drive,,Gainesville,FL,,US,"5209 Southwest 91st Drive, Gainesville FL, US",85200,7206803594,84888696,Southwest 91st Drive,10.31
node,10116653512,29.6522167,-82.3411682,1412,West University Avenue,,Gainesville,FL,32603,,"1412 West University Avenue, Gainesville FL 32603",93105,84845339,84845341,West University Avenue,10.31
node,10116653511,29.6522167,-82.3411158,1412,West University Avenue,,Gainesville,FL,32603,,"1412 West University Avenue, Gainesville FL 32603",93105,84845339,84845341,West University Avenue,10.33
node,11179771727,29.6545067,-82.343846,1619,Northwest 3rd Place,,Gainesville,FL,32603,,"1619 Northwest 3rd Place, Gainesville FL 32603",91005,84833440,84833442,Northwest 3rd Place,10.37
node,11179771730,29.6545058,-82.3437604,1617,Northwest 3rd Place,,Gainesville,FL,32603,,"1617 Northwest 3rd Place, Gainesville FL 32603",91005,84833440,84833442,Northwest 3rd Place,10.42
node,11179771721,29.6545056,-82.3437364,1615,Northwest 3rd Place,,Gainesville,FL,32603,,"1615 Northwest 3rd Place, Gainesville FL 32603",91009,84833442,84833440,Northwest 3rd Place,10.43
node,13936369602,29.0287503,-82.2382136,7141,Southwest 133rd Lane,,,,34473,,"7141 Southwest 133rd Lane, 34473",48585,98801553,98744089,Southwest 133rd Lane,10.46
node,4497578801,29.6070044,-82.4386996,5100,Southwest 91st Terrace,,Gainesville,FL,,US,"5100 Southwest 91st Terrace, Gainesville FL, US",79847,84843227,84843232,Southwest 91st Terrace,10.46
node,11179771724,29.6545047,-82.3436509,1613,Northwest 3rd Place,,Gainesville,FL,32603,,"1613 Northwest 3rd Place, Gainesville FL 32603",91009,84833442,84833440,Northwest 3rd Place,10.48
way,452943902,29.60518407518285,-82.43945554407891,5300,Southwest 91st Terrace,,Gainesville,FL,32608,US,"5300 Southwest 91st Terrace, Gainesville FL 32608, US",79837,84843220,84843211,Southwest 91st Terrace,10.5
node,4497579128,29.6046795,-82.4393604,5341,Southwest 91st Terrace,,Gainesville,FL,,US,"5341 Southwest 91st Terrace, Gainesville FL, US",79832,84843211,84843207,Southwest 91st Terrace,10.55
node,13414089325,29.6472511,-82.3247493,439,South Main Street,,Gainesville,FL,32601,,"439 South Main Street, Gainesville FL 32601",95877,84860623,84855238,Southeast 5th Avenue,10.91
way,1095467907,29.186033727400773,-82.13854307505211,128,Southwest Broadway Street,,Ocala,FL,34471,,"128 Southwest Broadway Street, Ocala FL 34471",11462,98828668,98828670,Southwest 2nd Avenue,10.94
node,4170000113,29.6824702,-82.3576503,2373,Northwest 32nd Place,,Gainesville,FL,,US,"2373 Northwest 32nd Place, Gainesville FL, US",107588,2163019952,2163019955,Northwest 32nd Avenue;Northwest 23rd Road,10.94
way,864194594,29.63364995,-82.36702355,2027,Natural Area Drive,,Gainesville,FL,32611,,"2027 Natural Area Drive, Gainesville FL 32611",108505,3005474320,2977631331,Surge Area Drive;Citrus Road;Natural Area Drive,11.04
node,4497579116,29.6059176,-82.439182,5213,Southwest 91st Terrace,,Gainesville,FL,,US,"5213 Southwest 91st Terrace, Gainesville FL, US",79841,84843221,84888696,Southwest 52nd Lane,11.05
node,13267102112,29.6521281,-82.3267024,200,West University Avenue,,Gainesville,FL,32601,,"200 West University Avenue, Gainesville FL 32601",93071,84845313,84820925,Northwest 2nd Street,11.16
way,661829779,28.969042250422962,-81.99863558552101,17375,Southeast 93rd Vine Avenue,,,,,,17375 Southeast 93rd Vine Avenue,32281,2161801379,2161801377,Southeast 173rd Surrey Lane,11.23
way,452943934,29.609724099999998,-82.43848925,4750,Southwest 91st Drive,,Gainesville,FL,,US,"4750 Southwest 91st Drive, Gainesville FL, US",83433,1524298976,1524298964,,11.28
way,359376460,29.57407540966087,-82.33505913107143,8701,US 441,,,FL,,,"8701 US 441, FL",84127,2088667834,84876544,,11.28
node,4167612700,29.5973644,-82.0864556,6065,Highway 301,,Hawthorne,FL,32640,,"6065 Highway 301, Hawthorne FL 32640",38585,84831932,666957809,61st Avenue,11.29
node,8001659239,29.6522192,-82.3455492,1728,West University Avenue,,Gainesville,FL,32603,,"1728 West University Avenue, Gainesville FL 32603",93115,84845347,84845349,West University Avenue,11.3
node,4494609071,29.6057363,-82.4408269,5236,Southwest 92nd Court,,Gainesville,FL,,US,"5236 Southwest 92nd Court, Gainesville FL, US",84692,4183809927,4183809927,Southwest 92nd Court,11.41
way,661829837,28.969047214847237,-81.99906842150011,17376,Southeast 93rd Vine Avenue,,,,,,17376 Southeast 93rd Vine Avenue,32278,2161801377,2662074764,Southeast 173rd Surrey Lane,11.46
node,10230746450,29.1851448,-82.1370853,116,South Magnolia Avenue,,Ocala,FL,34471,US,"116 South Magnolia Avenue, Ocala FL 34471, US",13481,98837603,98824982,South Magnolia Avenue,11.5
node,8899043511,29.6510727,-82.3155993,818,Southeast 1st Avenue,2,Tallahassee,FL,,US,"818 Southeast 1st Avenue #2, Tallahassee FL, US",96415,84863070,84861047,Southeast 1st Avenue,11.53
way,1218115101,29.15682666139023,-82.18364619638297,3409,Southwest 34th Avenue Circle,,Ocala,FL,34474,,"3409 Southwest 34th Avenue Circle, Ocala FL 34474",76494,11287155616,11287155618,,11.6
node,4485383729,29.6060587,-82.4470124,9788,Southwest 52nd Road,,Gainesville,FL,,US,"9788 Southwest 52nd Road, Gainesville FL, US",84795,4485383763,4485383760,Southwest 97th Way;Southwest 52nd Road;Southwest 52nd Lane;Southwest 97th Drive,11.61
node,8554483064,29.6554035,-82.3941715,309,Northwest 48th Boulevard,,Gainesville,FL,32607,,"309 Northwest 48th Boulevard, Gainesville FL 32607",108999,3708176361,3708176361,,11.62
node,4497579118,29.6064877,-82.4379415,5205,Southwest 91st Drive,,Gainesville,FL,,US,"5205 Southwest 91st Drive, Gainesville FL, US",81177,84888696,7206803594,Southwest 91st Drive,11.63
node,4497579134,29.6056529,-82.4394596,5214,Southwest 91st Terrace,,Gainesville,FL,,US,"5214 Southwest 91st Terrace, Gainesville FL, US",84553,3583692600,84843221,Southwest 91st Terrace,11.64
node,4497578804,29.6086195,-82.4384897,4900,Southwest 91st Terrace,,Gainesville,FL,,US,"4900 Southwest 91st Terrace, Gainesville FL, US",79855,84843238,84843236,Southwest 91st Terrace,11.65
way,1218115102,29.15696965947803,-82.18382350647947,3409,Southwest 34th Avenue Circle,,Ocala,FL,34474,,"3409 Southwest 34th Avenue Circle, Ocala FL 34474",76495,11287155618,11287155616,,11.68
way,1095467906,29.186052432451806,-82.13795590864677,36,Southwest 1st Avenue,,Ocala,FL,34471,,"36 Southwest 1st Avenue, Ocala FL 34471",25857,98928883,98859726,Southwest 1st Avenue,11.69
way,415525143,29.641891280452015,-82.47133875685552,1215,Southwest 122nd Street,,Gainesville,FL,,US,"1215 Southwest 122nd Street, Gainesville FL, US",111700,6576562115,6576562114,Southwest 120th Drive,11.71
node,9384533833,29.1861782,-82.1396608,304,Southwest Broadway Street,C,Ocala,FL,34471,,"304 Southwest Broadway Street #C, Ocala FL 34471",21985,98891282,2037521139,Southwest Broadway Street,11.72
node,13320310701,29.6526101,-82.3394715,50,Northwest 13th Street,,,,32603,,"50 Northwest 13th Street, 32603",103171,84910887,84845337,Northwest 13th Street,11.82
node,4497578806,29.6088767,-82.4386808,9140,Southwest 48th Place,,Gainesville,FL,,US,"9140 Southwest 48th Place, Gainesville FL, US",81150,84887446,84843238,Southwest 48th Place,11.86
node,13877923402,29.6250586,-82.3714117,3117,Southwest 34th Street,,,,32608,,"3117 Southwest 34th Street, 32608",105986,1276695412,84834826,Southwest 32nd Terrace,11.94
node,4485383706,29.6061226,-82.446793,9760,Southwest 52nd Road,,Gainesville,FL,,US,"9760 Southwest 52nd Road, Gainesville FL, US",84795,4485383763,4485383760,Southwest 97th Way;Southwest 52nd Road;Southwest 52nd Lane;Southwest 97th Drive,11.96
way,867290279,29.642679374973525,-82.36653480499386,1063,Elmore Drive,,Gainesville,FL,32611,,"1063 Elmore Drive, Gainesville FL 32611",86596,84766707,4072028492,Elmore Drive,11.97
node,4485383704,29.6062318,-82.4464123,9758,Southwest 52nd Road,,Gainesville,FL,,US,"9758 Southwest 52nd Road, Gainesville FL, US",84795,4485383763,4485383760,Southwest 97th Way;Southwest 52nd Road;Southwest 52nd Lane;Southwest 97th Drive,12.06
node,4485379488,29.6062895,-82.4462049,9730,Southwest 52nd Road,,Gainesville,FL,,US,"9730 Southwest 52nd Road, Gainesville FL, US",84793,4485383760,4485383763,Southwest 97th Way;Southwest 52nd Road;Southwest 52nd Lane;Southwest 97th Drive,12.07
way,653435303,28.979928493151338,-82.01044894806041,8600,Southeast 166th Birchbrook Loop,,,,,,8600 Southeast 166th Birchbrook Loop,35137,3601009785,1445318301,Southeast 166th Martin Lane,12.14
node,13877953402,29.6248867,-82.3713372,3117,Southwest 34th Street,,,,32608,,"3117 Southwest 34th Street, 32608",91433,84834826,1276695412,Southwest 32nd Terrace,12.16
way,1218115104,29.156670446888526,-82.18423600692238,3409,Southwest 34th Avenue Circle,,Ocala,FL,34474,,"3409 Southwest 34th Avenue Circle, Ocala FL 34474",76495,11287155618,11287155616,,12.16
way,864194595,29.633584340129605,-82.36696672511157,2027,Natural Area Drive,,Gainesville,FL,32611,,"2027 Natural Area Drive, Gainesville FL 32611",108505,3005474320,2977631331,Surge Area Drive;Citrus Road;Natural Area Drive,12.18
node,4497578857,29.609173,-82.4380273,4828,Southwest 91st Drive,,Gainesville,FL,,US,"4828 Southwest 91st Drive, Gainesville FL, US",78446,84778381,1524298965,Southwest 91st Drive,12.25
node,13936369603,29.0287671,-82.2381209,7131,Southwest 133rd Lane,,,,34473,,"7131 Southwest 133rd Lane, 34473",48585,98801553,98744089,Southwest 133rd Lane,12.35
node,4170000105,29.6839953,-82.3577589,2358,Northwest 34th Avenue,,Gainesville,FL,,US,"2358 Northwest 34th Avenue, Gainesville FL, US",107605,2163019970,2163019975,Northwest 23rd Terrace,12.39
way,653437053,28.9755816245186,-81.99723970256593,16973,Southeast 94th Sunnybrook Circle,,,,,,16973 Southeast 94th Sunnybrook Circle,35595,4414109638,2161802065,Southeast 169th Viewmont Lane,12.43
way,653985505,28.96875866166341,-82.02350350521556,17377,Southeast 78th Harmony Circle,,,,,,17377 Southeast 78th Harmony Circle,32096,2161773151,2161773119,Southeast 78th Harmony Circle,12.44
node,11902607007,29.0985677,-82.1983961,8557,SW 46th Ter,,Ocala,FL,34476-6191,,"8557 SW 46th Ter, Ocala FL 34476-6191",76248,11013481789,11013481800,Southwest 85th Place;46th Avenue,12.47
way,653985497,28.9693419736579,-82.02332038939491,17351,Southeast 78th Harmony Circle,,,,,,17351 Southeast 78th Harmony Circle,32089,2161773149,2161773151,Southeast 173rd Panorama Place,12.49
way,866486503,29.640361624989865,-82.3579285937755,1276,Date Palm Drive,,Gainesville,FL,32611,,"1276 Date Palm Drive, Gainesville FL 32611",112575,8075343549,2654104610,Memorial Road,12.5
node,10313887309,29.6240326,-82.3707627,3345,Southwest 34th Street,,,,32608,,"3345 Southwest 34th Street, 32608",105986,1276695412,84834826,Southwest 32nd Terrace,12.55
node,4497579136,29.6054955,-82.4395938,5220,Southwest 91st Way,,Gainesville,FL,,US,"5220 Southwest 91st Way, Gainesville FL, US",84554,3583692600,3583692606,Southwest 91st Way,12.58
node,84891114,29.6240388,-82.3563138,2930,SW 23rd St,,Gainesville,,32608,,"2930 SW 23rd St, Gainesville 32608",112102,7064575340,84780543,Southwest 29th Place,12.59
node,13411281695,29.6565853,-82.3302733,603,NW 6th St,,,,,,603 NW 6th St,90837,84833048,84837068,Northwest 6th Avenue,12.65
node,8001659241,29.6522305,-82.3453015,1716,West University Avenue,,Gainesville,FL,32603,,"1716 West University Avenue, Gainesville FL 32603",93115,84845347,84845349,West University Avenue,12.67
node,4485383699,29.6059365,-82.4466256,9751,Southwest 52nd Road,,Gainesville,FL,,US,"9751 Southwest 52nd Road, Gainesville FL, US",84793,4485383760,4485383763,Southwest 97th Way;Southwest 52nd Road;Southwest 52nd Lane;Southwest 97th Drive,12.67
way,661830388,28.969025418549847,-81.99833716632448,17382,Southeast 93rd Redford Terrace,,,,,,17382 Southeast 93rd Redford Terrace,32281,2161801379,2161801377,Southeast 173rd Surrey Lane,12.68
node,11897348256,29.7959314,-82.4974633,15367,NW US Hwy 441,,Alachua,FL,32615,,"15367 NW US Hwy 441, Alachua FL 32615",91461,84834963,84834972,Northwest 154th Avenue,12.69
way,653437054,28.975585349402007,-81.99699034571246,16841,Southeast 94th Sunnybrook Circle,,,,,,16841 Southeast 94th Sunnybrook Circle,35595,4414109638,2161802065,Southeast 169th Viewmont Lane,12.71
node,4497579127,29.6044962,-82.4394677,5347,Southwest 91st Terrace,,Gainesville,FL,,US,"5347 Southwest 91st Terrace, Gainesville FL, US",79832,84843211,84843207,Southwest 91st Terrace,12.73
way,653437039,28.977124732168146,-81.99724251751876,16913,Southeast 94th Sunnybrook Circle,,,,,,16913 Southeast 94th Sunnybrook Circle,32596,2161802065,4414109638,Southeast 94th Sunnybrook Circle,12.74
node,4485383691,29.6052186,-82.445708,9737,Southwest 52nd Lane,,Gainesville,FL,,US,"9737 Southwest 52nd Lane, Gainesville FL, US",84793,4485383760,4485383763,Southwest 97th Way;Southwest 52nd Road;Southwest 52nd Lane;Southwest 97th Drive,12.8
way,653972200,28.96490067036166,-82.0131088245306,8455,Southeast 177th Tremont Street,,,,,,8455 Southeast 177th Tremont Street,31939,2161772864,4414109742,Southeast 84th Peyton Court,12.83
way,653437038,28.977123981766336,-81.99699319244931,16899,Southeast 94th Sunnybrook Circle,,,,,,16899 Southeast 94th Sunnybrook Circle,35594,4414109638,2161802065,Southeast 94th Sunnybrook Circle,12.83
node,4170000114,29.6839522,-82.3579815,2376,Northwest 34th Avenue,,Gainesville,FL,,US,"2376 Northwest 34th Avenue, Gainesville FL, US",107604,2163019970,2163019967,Northwest 34th Avenue;Northwest 33rd Place,12.87
way,654016293,28.972842555287656,-82.02719065379756,7585,Southeast 171st Horseshole Lane,,,,,,7585 Southeast 171st Horseshole Lane,32428,2161801678,2161801749,Southeast 171st Horseshole Lane,12.92
node,10116552136,29.6532554,-82.3394406,150,Northwest 13th Street,60,Gainesville,FL,32601,,"150 Northwest 13th Street #60, Gainesville FL 32601",103171,84910887,84845337,Northwest 13th Street,12.97
node,358739277,29.4496932,-82.2223202,6030,Avenue F,,,,,,6030 Avenue F,82364,98812915,98812916,9th Street,13.03
node,4183588239,29.6280183,-82.4354564,2714,Southwest 87th Way,,Gainesville,FL,,US,"2714 Southwest 87th Way, Gainesville FL, US",106698,2019720861,2019720821,Southwest 27th Lane,13.03
node,8001659243,29.6522339,-82.3452172,1712,West University Avenue,,Gainesville,FL,32603,,"1712 West University Avenue, Gainesville FL 32603",93115,84845347,84845349,West University Avenue,13.08
node,2340707816,29.6525633,-82.3251915,30,N Main St.,,,,32601,,"30 N Main St., 32601",107323,2133282949,84820923,Northwest 1st Avenue,13.09
way,866486499,29.640380271404336,-82.35862127479851,2475,Memorial Road,,Gainesville,FL,32611,,"2475 Memorial Road, Gainesville FL 32611",108349,2654104610,8075343549,Memorial Road,13.09
way,653985491,28.968654091241024,-82.0228543449124,17387,Southeast 78th Harmony Circle,,,,,,17387 Southeast 78th Harmony Circle,32059,2161773119,2161773149,Southeast 78th Draugton Court,13.11
way,864194591,29.633747884291033,-82.36707197553557,2027,Natural Area Drive,,Gainesville,FL,32611,,"2027 Natural Area Drive, Gainesville FL 32611",108495,2977631331,3005474320,Surge Area Drive;Citrus Road;Natural Area Drive,13.12
way,653435293,28.97961053616732,-82.00912245008634,8697,Southeast 166th Birchbrook Loop,,,,,,8697 Southeast 166th Birchbrook Loop,28556,1445318279,1445318299,Southeast 166th Birchbrook Loop,13.14
way,866486500,29.640380196665227,-82.358449524123,2475,Memorial Road,,Gainesville,FL,32611,,"2475 Memorial Road, Gainesville FL 32611",108349,2654104610,8075343549,Memorial Road,13.2
node,8905676659,29.6519069,-82.3359317,1023,West University Avenue,,Gainesville,FL,,US,"1023 West University Avenue, Gainesville FL, US",93098,84845333,2133282936,West University Avenue,13.22
node,4170000108,29.6839522,-82.3578461,2364,Northwest 34th Avenue,,Gainesville,FL,,US,"2364 Northwest 34th Avenue, Gainesville FL, US",107604,2163019970,2163019967,Northwest 34th Avenue;Northwest 33rd Place,13.23
node,4497578870,29.6088183,-82.4375834,4925,Southwest 91st Drive,,Gainesville,FL,,US,"4925 Southwest 91st Drive, Gainesville FL, US",81862,84921836,84778381,Southwest 91st Drive,13.24
way,661837539,28.967837860868197,-82.01779906225245,17469,Southeast 81st Newberry Court,,,,,,17469 Southeast 81st Newberry Court,32022,2161773046,2161773065,Southeast 174th Lapham Lane,13.26
way,452943933,29.60922202398534,-82.43851605411541,4820,Southwest 91st Terrace,,Gainesville,FL,,US,"4820 Southwest 91st Terrace, Gainesville FL, US",79856,84843238,1524298964,Southwest 91st Terrace,13.28
way,654016259,28.974267171004534,-82.02773694650965,7554,Southeast 170th Brougton Place,,,,,,7554 Southeast 170th Brougton Place,32518,2161801873,2161801969,Southeast 75th Wickson Court,13.3
way,866486501,29.640380196971005,-82.35827687412375,2475,Memorial Road,,Gainesville,FL,32611,,"2475 Memorial Road, Gainesville FL 32611",112575,8075343549,2654104610,Memorial Road,13.33
way,518026630,29.600002538303862,-82.08265025635598,22505,58th Place,,Hawthorne,FL,32640,,"22505 58th Place, Hawthorne FL 32640",38932,84882831,84882829,58th Place,13.34
way,866486502,29.64037939697101,-82.35810247412377,2475,Memorial Road,,Gainesville,FL,32611,,"2475 Memorial Road, Gainesville FL 32611",108349,2654104610,8075343549,Memorial Road,13.36
node,4497579104,29.6077123,-82.4375244,9141,Southwest 49th Place,,Gainesville,FL,,US,"9141 Southwest 49th Place, Gainesville FL, US",81759,84914481,84908204,Southwest 91st Drive,13.36
way,416153785,29.68672775,-82.35931790000001,2532,Northwest 36th Lane,,Gainesville,FL,32605,US,"2532 Northwest 36th Lane, Gainesville FL 32605, US",97087,84866075,84870382,Northwest 25th Terrace,13.41
way,661852986,28.967593349067084,-82.01843392623388,8035,Southeast 174th Belhaven Loop,,,,,,8035 Southeast 174th Belhaven Loop,32015,2161773040,2161773046,Southeast 174th Lapham Lane,13.42
way,517361084,29.18684529873818,-82.13722175090724,10,South Magnolia Avenue,,Ocala,FL,34471,,"10 South Magnolia Avenue, Ocala FL 34471",31535,2134689470,2134689469,West Silver Springs Boulevard,13.42
node,4497578808,29.6064163,-82.4392263,5204,Southwest 91st Terrace,,Gainesville,FL,,US,"5204 Southwest 91st Terrace, Gainesville FL, US",79842,84843224,84843221,Southwest 91st Terrace,13.42
node,4212316380,29.2290213,-82.0100504,4110,Northeast Highway 315,,Silver Springs,FL,34488,US,"4110 Northeast Highway 315, Silver Springs FL 34488, US",8964,98819473,98744999,,13.46
node,4497579121,29.6061321,-82.4384632,5214,Southwest 91st Drive,,Gainesville,FL,,US,"5214 Southwest 91st Drive, Gainesville FL, US",85200,7206803594,84888696,Southwest 91st Drive,13.48
node,4497578807,29.6064735,-82.4391941,5202,Southwest 91st Terrace,,Gainesville,FL,,US,"5202 Southwest 91st Terrace, Gainesville FL, US",81299,84892413,84843224,Southwest 52nd Road,13.52
node,4497578880,29.6079624,-82.4376974,4974,Southwest 91st Drive,,Gainesville,FL,,US,"4974 Southwest 91st Drive, Gainesville FL, US",81861,84921836,84908204,Southwest 49th Place,13.56
node,10897824305,29.6448415,-82.323435,201,Southeast Depot Avenue,,,,32601,,"201 Southeast Depot Avenue, 32601",108346,2587439070,84826199,Southeast Depot Avenue,13.58
way,653440756,28.97741965044897,-82.00641117890555,8855,Southeast 168th Sedgwick Place,,,,,,8855 Southeast 168th Sedgwick Place,32659,2161802221,2161802324,Southeast 168th Sedgwick Place,13.58
way,654021192,28.97225545506205,-82.02211847657163,17136,Southeast 78th Parlange Terrace,,,,,,17136 Southeast 78th Parlange Terrace,32386,2161801635,2161801636,Southeast 171th Buchanan Place,13.58
node,4497578847,29.6097257,-82.4378503,4803,Southwest 91st Drive,,Gainesville,FL,,US,"4803 Southwest 91st Drive, Gainesville FL, US",83430,1524298973,84830649,Southwest 45th Boulevard,13.59
way,661833518,28.961858124186392,-82.00266426374984,9100,Southeast 179th Granbury Street,,,,,,9100 Southeast 179th Granbury Street,31823,2161772438,4414109734,Southeast 91st Gaylark Avenue,13.6
node,4170000111,29.6839569,-82.3579011,2370,Northwest 34th Avenue,,Gainesville,FL,,US,"2370 Northwest 34th Avenue, Gainesville FL, US",107604,2163019970,2163019967,Northwest 34th Avenue;Northwest 33rd Place,13.6
node,4207111213,29.6828163,-82.3497184,3200,Northwest 20th Street,,Gainesville,FL,,US,"3200 Northwest 20th Street, Gainesville FL, US",90225,84830306,84830300,Northwest 32nd Place,13.61
