osm_type,osm_id,lat,lon,housenumber,street,unit,city,state,postcode,country,full_address,nearest_segment_id,nearest_from_node,nearest_to_node,nearest_street_name,distance_to_road_m
way,662184365,28.96038690185795,-82.00640021798992,17972,Southeast 88th Cascade Court,,,,,,17972 Southeast 88th Cascade Court,31740,2161772206,2161772206,Southeast 88th Cascade Court,22.17
way,450110803,29.6049676472938,-82.45275366595256,5216,Southwest 103rd Drive,,Gainesville,FL,,US,"5216 Southwest 103rd Drive, Gainesville FL, US",78571,84802125,84844291,Southwest 103rd Drive,22.17
node,4347949710,29.6199783,-82.4473782,9845,Southwest 37th Road,,Gainesville,FL,,US,"9845 Southwest 37th Road, Gainesville FL, US",91326,84834339,84834339,Southwest 37th Road,22.17
way,707753676,28.971604410108295,-82.00120790515558,9247,Southeast 171st Cooper Loop,,,,,,9247 Southeast 171st Cooper Loop,32417,2161801674,2161801589,Southeast 171st Cooper Loop,22.17
node,6227569754,28.9730279,-81.9991506,17180,Southeast 93rd Yondel Circle,,,,,,17180 Southeast 93rd Yondel Circle,32445,2161801734,2161801667,Southeast 93rd Yondel Circle,22.17
way,416153717,29.686342724814356,-82.35968076025578,3632,Northwest 25th Terrace,,Gainesville,FL,32605,US,"3632 Northwest 25th Terrace, Gainesville FL 32605, US",97931,84870382,84862927,Northwest 25th Terrace,22.17
node,4207110881,29.6836005,-82.3487181,1942,Northwest 33rd Avenue,,Gainesville,FL,,US,"1942 Northwest 33rd Avenue, Gainesville FL, US",94761,84855114,84855111,Northwest 33rd Avenue,22.17
way,662378543,28.963683998921287,-82.00287343750878,9081,Southeast 177th Belmlnot Place,,,,,,9081 Southeast 177th Belmlnot Place,31892,2161772754,3335060966,Southeast 177th Belmlnot Place,22.18
node,6227550442,28.9647354,-81.9983756,17659,Southeast 92nd Grantham Terrace,,,,,,17659 Southeast 92nd Grantham Terrace,32180,2161801145,2161800974,Southeast 92nd Grantham Terrace,22.18
node,4207110886,29.6836029,-82.3488978,1946,Northwest 33rd Avenue,,Gainesville,FL,,US,"1946 Northwest 33rd Avenue, Gainesville FL, US",94757,84855111,84855114,Northwest 33rd Avenue,22.18
node,6227569771,28.9736086,-81.9972903,17129,Southeast 93rd Tellfier Terrace,,,,,,17129 Southeast 93rd Tellfier Terrace,32449,2161801738,2161801882,Southeast 93rd Tellfier Terrace,22.18
way,707663016,28.97452715923306,-82.00056624782262,9222,Southeast 170th Fontaine Street,,,,,,9222 Southeast 170th Fontaine Street,32572,2161802000,2161801952,Southeast 170th Fontaine Street,22.18
way,662090576,28.96610320139953,-82.01439219697244,8273,Southeast 176th Lawson Loop,,,,,,8273 Southeast 176th Lawson Loop,31991,2161773009,2161772846,Southeast 176th Lawson Loop,22.18
way,664479526,28.976676267184672,-82.00881398202563,8716,Southeast 168th Kittredge Loop,,,,,,8716 Southeast 168th Kittredge Loop,28594,1445320619,1445319203,Southeast 168th Kittredge Loop,22.18
way,662078125,28.965896273915877,-82.01691022781272,8018,Southeast 177th Winterthur Loop,,,,,,8018 Southeast 177th Winterthur Loop,31979,2161772946,2161772936,Southeast 177th Winterthur Loop,22.18
way,664416991,28.971162333339894,-82.03337115606513,7290,Southeast 172nd Hazelwood Loop,,,,,,7290 Southeast 172nd Hazelwood Loop,28239,1330631435,1481954468,Southeast 172nd Legacy Lane,22.18
way,663848883,28.969265255656143,-82.03067903407575,7367,Southeast 173rd Arlington Loop,,,,,,7367 Southeast 173rd Arlington Loop,32316,2161801451,2161801322,Southeast 173rd Arlington Loop,22.18
way,707753664,28.972906278469686,-82.00105028896006,9170,Southeast 171st Argyll Street,,,,,,9170 Southeast 171st Argyll Street,32470,2161801764,2161801736,Southeast 171st Argyll Street,22.19
node,6227729826,28.977408,-81.9943391,9581,Southeast 168th Elderberry Place,,,,,,9581 Southeast 168th Elderberry Place,32668,2161802247,2161802226,Southeast 168th Elderberry Place,22.19
node,4207111222,29.6839011,-82.349209,3319,Northwest 20th Street,,Gainesville,FL,,US,"3319 Northwest 20th Street, Gainesville FL, US",99023,84876941,84896301,Northwest 34th Avenue,22.19
way,663508447,28.97893081242293,-82.02305717428928,16730,Southeast 78th Lillywood Court,,,,,,16730 Southeast 78th Lillywood Court,28503,1445317956,1445317928,Southeast 78th Lillywood Court,22.19
way,663558850,28.969029215592204,-82.02663123351641,17410,Southeast 76th Carapeake Court,,,,,,17410 Southeast 76th Carapeake Court,32307,2161801442,2161801313,Southeast 76th Carapeake Court,22.19
way,662429876,28.973539690214928,-82.01575386789395,8235,Southeast 76th McAlpin Street,,,,,,8235 Southeast 76th McAlpin Street,32512,2161801860,2161801753,Southeast 76th McAlpin Street,22.19
node,6227729378,28.977408,-81.9939638,9605,Southeast 168th Elderberry Place,,,,,,9605 Southeast 168th Elderberry Place,32668,2161802247,2161802226,Southeast 168th Elderberry Place,22.19
way,663558838,28.96903902901702,-82.02736677520038,17400,Southeast 76th Champion Avenue,,,,,,17400 Southeast 76th Champion Avenue,32264,2161801315,2161801439,Southeast 76th Champion Avenue,22.19
node,6227729376,28.977408,-81.9937761,9617,Southeast 168th Elderberry Place,,,,,,9617 Southeast 168th Elderberry Place,32661,2161802226,2161802247,Southeast 168th Elderberry Place,22.19
way,662093897,28.966335493046262,-82.01540966938067,8364,Southeast 176th Lawson Loop,,,,,,8364 Southeast 176th Lawson Loop,31993,2161773009,2161772923,Southeast 176th Lawson Loop,22.19
node,6227729833,28.977408,-81.9945267,9571,Southeast 168th Elderberry Place,,,,,,9571 Southeast 168th Elderberry Place,32661,2161802226,2161802247,Southeast 168th Elderberry Place,22.19
way,416151596,29.687644509918595,-82.36192179083861,3805,Northwest 27th Street,,Gainesville,FL,32605,US,"3805 Northwest 27th Street, Gainesville FL 32605, US",107613,2163020001,2163020029,Northwest 27th Street,22.19
node,6227729837,28.977408,-81.9947144,9561,Southeast 168th Elderberry Place,,,,,,9561 Southeast 168th Elderberry Place,32668,2161802247,2161802226,Southeast 168th Elderberry Place,22.19
node,6227729823,28.977408,-81.9941514,9591,Southeast 168th Elderberry Place,,,,,,9591 Southeast 168th Elderberry Place,32668,2161802247,2161802226,Southeast 168th Elderberry Place,22.19
node,6227729792,28.9774081,-81.9956527,9511,Southeast 168th Elderberry Place,,,,,,9511 Southeast 168th Elderberry Place,32661,2161802226,2161802247,Southeast 168th Elderberry Place,22.2
node,4497578849,29.6095496,-82.4378396,4813,Southwest 91st Drive,,Gainesville,FL,,US,"4813 Southwest 91st Drive, Gainesville FL, US",83428,1524298965,84778381,Southwest 91st Drive,22.2
node,4204940200,29.6819995,-82.366171,2921,Northwest 32nd Place,,Gainesville,FL,,US,"2921 Northwest 32nd Place, Gainesville FL, US",99337,84879232,84914479,Northwest 32nd Place,22.2
node,4497578851,29.6094424,-82.4377806,4823,Southwest 91st Drive,,Gainesville,FL,,US,"4823 Southwest 91st Drive, Gainesville FL, US",78446,84778381,1524298965,Southwest 91st Drive,22.2
node,6227729795,28.9774081,-81.995465,9521,Southeast 168th Elderberry Place,,,,,,9521 Southeast 168th Elderberry Place,32661,2161802226,2161802247,Southeast 168th Elderberry Place,22.2
node,6227729822,28.9774081,-81.9952774,9531,Southeast 168th Elderberry Place,,,,,,9531 Southeast 168th Elderberry Place,32661,2161802226,2161802247,Southeast 168th Elderberry Place,22.2
way,417887418,29.630148368569742,-82.43717399533168,8926,Southwest 25th Road,,Gainesville,FL,,US,"8926 Southwest 25th Road, Gainesville FL, US",106710,2019721000,2019720974,Southwest 25th Road,22.2
way,1121120108,28.972252353805583,-81.99885505268321,9320,Southeast 171st Le Flore Lane,,,,,,9320 Southeast 171st Le Flore Lane,32415,2161801667,2161801623,Southeast 171st Le Flore Lane,22.2
way,662169578,28.96342280016531,-82.0087570463155,17824,Southeast 86th Oak Leaf Terrace,,,,,,17824 Southeast 86th Oak Leaf Terrace,31873,2161772688,2161772696,Southeast 86th Oak Leaf Terrace,22.2
way,662125022,28.962357863666615,-82.01098905987116,17871,Southeast 85th Causton Court,,,,,,17871 Southeast 85th Causton Court,31814,2161772393,2161772739,Southeast 85th Causton Court,22.2
way,664426133,28.97311999671883,-82.03204329084542,7111,Southeast 172nd Hazelwood Loop,,,,,,7111 Southeast 172nd Hazelwood Loop,32452,2161801746,2161801746,Southeast 172md Hazelwood Loop,22.2
node,6227520019,28.9613485,-81.997729,9365,Southeast 177th Simons Lane,,,,,,9365 Southeast 177th Simons Lane,31765,2161772249,2161772320,Southeast 177th Simons Lane,22.2
node,4207111189,29.6824983,-82.3512037,2053,Northwest 32nd Place,,Gainesville,FL,,US,"2053 Northwest 32nd Place, Gainesville FL, US",90225,84830306,84830300,Northwest 32nd Place,22.2
way,662113795,28.961131153148727,-82.01498187945737,17943,Southeast 83rd Melody Avenue,,,,,,17943 Southeast 83rd Melody Avenue,31832,2161772455,2161771952,Southeast 83rd Melody Avenue,22.2
node,6227729830,28.9774081,-81.9950897,9541,Southeast 168th Elderberry Place,,,,,,9541 Southeast 168th Elderberry Place,32668,2161802247,2161802226,Southeast 168th Elderberry Place,22.2
node,6227729829,28.9774081,-81.9949021,9551,Southeast 168th Elderberry Place,,,,,,9551 Southeast 168th Elderberry Place,32661,2161802226,2161802247,Southeast 168th Elderberry Place,22.2
way,417887387,29.63012925,-82.43564744999999,8772,Southwest 25th Road,,Gainesville,FL,,US,"8772 Southwest 25th Road, Gainesville FL, US",106710,2019721000,2019720974,Southwest 25th Road,22.2
node,4204916922,29.6851634,-82.3645807,2819,Northwest 35th Place,,Gainesville,FL,,US,"2819 Northwest 35th Place, Gainesville FL, US",97678,84869368,84869368,Northwest 38th Place;Northwest 28th Terrace;Northwest 29th Street;Northwest 35th Place,22.2
way,663880516,28.968725810376974,-82.03321593506803,17423,Southeast 72nd Deer Run Avenue,,,,,,17423 Southeast 72nd Deer Run Avenue,32276,2161801361,2161801361,Southeast 72nd Deer Run Avenue,22.21
way,662078127,28.965898493716914,-82.01709545705697,8026,Southeast 177th Winterthur Loop,,,,,,8026 Southeast 177th Winterthur Loop,31979,2161772946,2161772936,Southeast 177th Winterthur Loop,22.21
way,662180565,28.961854118217484,-82.0077917101476,17897,Southeast 87th Melrose Court,,,,,,17897 Southeast 87th Melrose Court,31806,2161772381,2007361214,Belle Meade Circle,22.21
node,6227519989,28.9624664,-81.9986137,9282,Southeast 178th Delia Place,,,,,,9282 Southeast 178th Delia Place,31831,2161772443,2161772567,Southeast 178th Delia Place,22.21
node,6227723110,28.9776817,-81.9947645,16879,Southeast 96th Chapelwood Circle,,,,,,16879 Southeast 96th Chapelwood Circle,32684,2161802309,2161802247,Southeast 96th Chapelwood Circle,22.21
node,6227723145,28.9776817,-81.9938262,16899,Southeast 96th Chapelwood Circle,,,,,,16899 Southeast 96th Chapelwood Circle,32684,2161802309,2161802247,Southeast 96th Chapelwood Circle,22.21
way,662079989,28.96550160749076,-82.01738743109294,17602,Southeast 82nd Woodlawn Avenue,,,,,,17602 Southeast 82nd Woodlawn Avenue,31964,2161772936,2161772938,Southeast 177th Winterthur Loop,22.21
way,1095728879,29.673774985857374,-82.35166253127144,2221,Northwest 22nd Street,,Gainesville,FL,32605,,"2221 Northwest 22nd Street, Gainesville FL 32605",98987,84876769,84832111,Northwest 22nd Street,22.21
way,662181177,28.962418586120606,-82.00769437096125,17842,Southeast 88th Grimball Avenue,,,,,,17842 Southeast 88th Grimball Avenue,31808,2161772381,2161772685,Southeast 88th Grimball Avenue,22.21
way,661845812,28.96830981183402,-82.01589957436424,17436,Southeast 82nd Pecan Terrace,,,,,,17436 Southeast 82nd Pecan Terrace,32014,2161773038,2161773154,Southeast 82nd Pecan Terrace,22.21
node,6227722967,28.9753569,-81.993403,9633,Southeast 171st Argyll Street,,,,,,9633 Southeast 171st Argyll Street,32581,2161802019,2161802041,Southeast 171st Argyll Street,22.21
way,707709095,28.97430312607931,-82.00173289943895,17040,Southeast 91st Culvert Lane,,,,,,17040 Southeast 91st Culvert Lane,32525,2161801887,2161801887,Southeast 91st Culvert Lane,22.22
way,663848880,28.968740535400723,-82.03084785220103,7349,Southeast 173rd Arlington Loop,,,,,,7349 Southeast 173rd Arlington Loop,32316,2161801451,2161801322,Southeast 173rd Arlington Loop,22.22
way,664421448,28.971599466807263,-82.03354335825546,7241,Southeast 172nd Hazelwood Loop,,,,,,7241 Southeast 172nd Hazelwood Loop,32381,2161801614,1330631435,Southeast 172nd Hazelwood Loop,22.22
way,707833128,28.96579717231559,-82.00620089980066,17766,Southeast 90th Clemson Circle,,,,,,17766 Southeast 90th Clemson Circle,32210,2161801193,2161801006,Southeast 90th Clemson Circle,22.22
node,6227550411,28.9643728,-81.997974,17681,Southeast 92nd Grantham Terrace,,,,,,17681 Southeast 92nd Grantham Terrace,32136,2161800974,2161801145,Southeast 92nd Grantham Terrace,22.22
way,663563477,28.968827264138426,-82.0284511103214,17435,Southeast 74th Netherclift Terrace,,,,,,17435 Southeast 74th Netherclift Terrace,32235,2161801239,2161801467,Southeast 74th Netherclift Terrace,22.22
way,664463754,28.977766991363755,-82.01505517613272,16758,Southeast 84th Colerain Circle,,,,,,16758 Southeast 84th Colerain Circle,28627,1445320728,1445319231,Southeast 84th Colerain Circle,22.22
way,707709099,28.974167379422408,-82.00010342959304,9252,Southeast 170th Fontaine Street,,,,,,9252 Southeast 170th Fontaine Street,32572,2161802000,2161801952,Southeast 170th Fontaine Street,22.22
way,662184372,28.9616230467217,-82.00666261592774,17902,Southeast 88th Cascade Court,,,,,,17902 Southeast 88th Cascade Court,29718,2007361219,2161772381,Belle Meade Circle,22.23
node,6227550498,28.9663242,-81.9987307,17606,Southeast 93rd Butler Court,,,,,,17606 Southeast 93rd Butler Court,32207,2161801188,2161801129,Southeast 93rd Butler Court,22.23
way,664428903,28.97227413306283,-82.03347361722973,7233,Southeast 171st Pond Lane,,,,,,7233 Southeast 171st Pond Lane,32382,2161801614,2161801609,Southeast 171st Pond Lane,22.23
way,664426132,28.973309103380444,-82.03204266988352,7115,Southeast 172nd Hazelwood Loop,,,,,,7115 Southeast 172nd Hazelwood Loop,28237,1330631430,2161801746,Southeast 172nd Hazelwood Loop,22.23
way,662404160,28.970061212456905,-82.0211783403992,17361,Southeast 79th Wicklow Court,,,,,,17361 Southeast 79th Wicklow Court,32113,2161773167,2161773167,Southeast 79th Wicklow Court,22.23
way,664431279,28.972840958994496,-82.03316044573067,7299,Southeast 171st Brookhaven Place,,,,,,7299 Southeast 171st Brookhaven Place,32431,2161801689,2161801689,Southeast 171st Brookhaven Place,22.23
way,663521864,28.969619411369916,-82.02581724345717,17350,Southeast 74th Flintlock Terrace,,,,,,17350 Southeast 74th Flintlock Terrace,32305,2161801442,1330629960,Southeast 172nd Legacy Lane,22.23
way,450110797,29.605690705551595,-82.45301961405258,5140,Southwest 103rd Drive,,Gainesville,FL,,US,"5140 Southwest 103rd Drive, Gainesville FL, US",79943,84844291,84772580,Southwest 103rd Drive;Southwest 51st Lane,22.23
node,6227520187,28.961622,-81.9989161,9260,Southeast 178th Madeline Lane,,,,,,9260 Southeast 178th Madeline Lane,31788,2161772337,2161772464,Southeast 178th Madeline Lane,22.23
node,8168448570,29.6377727,-82.3351469,1405,SW 10th Ter,,,,,,1405 SW 10th Ter,105527,313567113,84850995,Southwest 10th Terrace,22.23
way,654010970,28.967638745499098,-82.02206950289276,17492,Southeast 79th Lovewood Avenue,,,,,,17492 Southeast 79th Lovewood Avenue,32033,2161773081,2161773081,Southeast 79th Lovewood Avenue,22.23
way,663520037,28.967606207115658,-82.02678782089771,17413,Southeast 74th Flintlock Terrace,,,,,,17413 Southeast 74th Flintlock Terrace,32231,2161801237,2161801310,Southeast 74th Flintlock Terrace,22.23
way,662117505,28.961345082569718,-82.01335185939803,17937,Southeast 83rd Pineland Terrace,,,,,,17937 Southeast 83rd Pineland Terrace,31821,2161772422,2161771954,Southeast 83rd Pineland Terrace,22.23
way,664471005,28.976384544137264,-82.00849915351043,8721,Southeast 168th Kittredge Loop,,,,,,8721 Southeast 168th Kittredge Loop,28569,1445319203,1445320619,Southeast 168th Kittredge Loop,22.23
node,6225820444,28.9723442,-82.0002625,9202,Southeast 171st Drayton Place,,,,,,9202 Southeast 171st Drayton Place,32419,2161801674,2161801653,Southeast 171st Drayton Place,22.24
way,707835313,28.965701253153803,-82.00441878020487,17703,Southeast 89th Keating Terrace,,,,,,17703 Southeast 89th Keating Terrace,32186,2161801148,2161800992,Southeast 89th Keating Terrace,22.24
node,4183588233,29.6283704,-82.435034,2658,Southwest 87th Way,,Gainesville,FL,,US,"2658 Southwest 87th Way, Gainesville FL, US",106700,2019720868,2019720821,Southwest 87th Way,22.24
way,662100645,28.962957723135695,-82.01616141638505,8325,Southeast 177th Bartram Loop,,,,,,8325 Southeast 177th Bartram Loop,29740,2007361294,2161772571,Southeast 177th Bartram Loop,22.24
way,662363133,28.962475329046846,-82.00570893223772,17875,Southeast 89th Natchez Avenue,,,,,,17875 Southeast 89th Natchez Avenue,29722,2007361223,2161772680,Southeast 89th Natchez Avenue,22.24
way,707833127,28.96565849455562,-82.0063179725724,17760,Southeast 90th Clemson Circle,,,,,,17760 Southeast 90th Clemson Circle,32210,2161801193,2161801006,Southeast 90th Clemson Circle,22.24
way,662436557,28.973466937492464,-82.01967458990394,17077,Southeast 79th McLawren Terrace,,,,,,17077 Southeast 79th McLawren Terrace,32530,2161801894,2161801729,Southeast 79th McLawren Terrace,22.24
node,4470258450,29.6054921,-82.4551338,10544,Southwest 51st Lane,,Gainesville,FL,,US,"10544 Southwest 51st Lane, Gainesville FL, US",81871,84923017,84904567,Southwest 51st Lane,22.24
node,6227624830,28.973969,-81.9991325,9292,Southeast 170th Fontaine Street,,,,,,9292 Southeast 170th Fontaine Street,32489,2161801780,2161801890,Southeast 171st Argyll Street,22.24
node,4204859292,29.6835042,-82.361742,2631,Northwest 33rd Place,,Gainesville,FL,,US,"2631 Northwest 33rd Place, Gainesville FL, US",96676,84864499,84867087,Northwest 33rd Place;Northwest 36th Place;Northwest 26th Terrace,22.24
way,653438530,28.97777340189069,-81.99890695230503,16905,Southeast 93rd Cuthbert Circle,,,,,,16905 Southeast 93rd Cuthbert Circle,32681,2161802293,2161802279,Southeast 93rd Cuthbert Circle,22.24
way,663194795,28.972077905680965,-82.02792478016093,17128,Southeast 76th Creekside Circle,,,,,,17128 Southeast 76th Creekside Circle,32435,2161801702,2161801648,Southeast 76th Creekside Circle,22.24
node,6227722933,28.9753567,-81.9939659,9603,Southeast 171st Argyll Street,,,,,,9603 Southeast 171st Argyll Street,32581,2161802019,2161802041,Southeast 171st Argyll Street,22.24
way,707684357,28.97518826472982,-82.00018495469595,9200,Southeast 169th Wimberly Place,,,,,,9200 Southeast 169th Wimberly Place,32585,2161802030,2161802060,Southeast 169th Wimberly Place,22.24
node,5082620421,29.5925348,-82.4294681,6623,Southwest 81st Terrace,,Gainesville,FL,32608,US,"6623 Southwest 81st Terrace, Gainesville FL 32608, US",80658,84868258,84868272,Southwest 65th Lane;Southwest 81st Terrace,22.24
way,707833123,28.96501139318948,-82.00659580433354,17716,Southeast 90th Clemson Circle,,,,,,17716 Southeast 90th Clemson Circle,32210,2161801193,2161801006,Southeast 90th Clemson Circle,22.25
way,664461374,28.975611742106455,-82.0140395933664,16947,Southeast 84th Colerain Circle,,,,,,16947 Southeast 84th Colerain Circle,28597,1445320628,1445320593,Southeast 84th Colerain Circle,22.25
way,662093884,28.965426519079326,-82.01436876878786,8288,Southeast 176th Lawson Loop,,,,,,8288 Southeast 176th Lawson Loop,31938,2161772846,2161773009,Southeast 176th Lawson Loop,22.25
way,654010958,28.968078546552846,-82.02063845685538,17455,Southeast 79th Southland Court,,,,,,17455 Southeast 79th Southland Court,32043,2161773101,2161773103,Southeast 174th Ludlow Place,22.25
way,707833125,28.965356584487054,-82.00650560511393,17738,Southeast 90th Clemson Circle,,,,,,17738 Southeast 90th Clemson Circle,32146,2161801006,2161801193,Southeast 90th Clemson Circle,22.25
way,663522387,28.968006774443747,-82.02682023369915,17412,Southeast 74th Flintlock Terrace,,,,,,17412 Southeast 74th Flintlock Terrace,32231,2161801237,2161801310,Southeast 74th Flintlock Terrace,22.25
way,662363127,28.963329276516898,-82.00651340520221,17782,Southeast 86th Oak Leaf Terrace,,,,,,17782 Southeast 86th Oak Leaf Terrace,31867,2161772683,2161772680,Southeast 86th Oak Leaf Terrace,22.25
way,663881749,28.968941797812786,-82.03416912937818,17427,Southeast 71st Currituck Terrace,,,,,,17427 Southeast 71st Currituck Terrace,32302,2161801441,2161801290,Southeast 71st Currituck Terrace,22.25
way,662169582,28.963547523629014,-82.009583338798,17840,Southeast 86th Oak Leaf Terrace,,,,,,17840 Southeast 86th Oak Leaf Terrace,31876,2161772696,2007361213,Southeast 86th Oak Leaf Terrace,22.25
node,6227550470,28.9656177,-81.9973374,17657,Southeast 93rd Butler Court,,,,,,17657 Southeast 93rd Butler Court,32207,2161801188,2161801129,Southeast 93rd Butler Court,22.25
way,662091691,28.964896868908507,-82.01524642260635,8333,Southeast 176th Lawson Loop,,,,,,8333 Southeast 176th Lawson Loop,29741,2007361349,2161772803,Belle Meade Circle,22.25
node,6227723157,28.9778278,-81.9906583,16966,Southeast 96th Chapelwood Circle,,,,,,16966 Southeast 96th Chapelwood Circle,32683,2161802309,2161802290,Southeast 96th Chapelwood Circle,22.25
way,661848303,28.969111484985085,-82.01979993850642,7983,Southeast 174th Belhaven Loop,,,,,,7983 Southeast 174th Belhaven Loop,32049,2161773107,2161773136,Southeast 174th Belhaven Loop,22.25
way,663848876,28.96841519793601,-82.03155226126766,7325,Southeast 173rd Arlington Loop,,,,,,7325 Southeast 173rd Arlington Loop,32316,2161801451,2161801322,Southeast 173rd Arlington Loop,22.25
node,6227550440,28.9668383,-81.9965157,9460,Southeast 176th Saffold Street,,,,,,9460 Southeast 176th Saffold Street,32216,2161801209,2161801209,Southeast 176th Saffold Street,22.25
way,662078119,28.966054447335903,-82.0163198378692,8002,Southeast 177th Winterthur Loop,,,,,,8002 Southeast 177th Winterthur Loop,29743,2007361349,2161772946,Southeast 177th Winterthur Loop,22.25
way,662128938,28.961393694018184,-82.00935969681221,17905,Southeast 86th Oak Leaf Terrace,,,,,,17905 Southeast 86th Oak Leaf Terrace,29708,2007361213,2161772232,Southeast 86th Oak Leaf Terrace,22.26
way,1473994523,29.694911938422756,-82.42329308014193,4401,Northwest 76th Terrace,,,,,,4401 Northwest 76th Terrace,101976,84899003,84899005,Northwest 76th Terrace,22.26
way,663203051,28.974610307318066,-82.0286738237113,17009,Southeast 76th Creekside Circle,,,,,,17009 Southeast 76th Creekside Circle,32548,2161801944,2161801944,Southeast 76th Creekside Circle,22.26
way,663209183,28.97448564836792,-82.02218975219519,17073,Southeast 79th Clearview Avenue,,,,,,17073 Southeast 79th Clearview Avenue,28441,1445317819,1445317837,Southeast 79th Clearview Avenue,22.26
node,6227550457,28.9646168,-81.9982451,17663,Southeast 92nd Grantham Terrace,,,,,,17663 Southeast 92nd Grantham Terrace,32180,2161801145,2161800974,Southeast 92nd Grantham Terrace,22.26
way,1348982759,29.62584496156218,-82.44293927484638,9415,Southwest 31st Lane,,Gainesville,FL,,US,"9415 Southwest 31st Lane, Gainesville FL, US",95575,84859176,84862482,Southwest 31st Lane,22.26
way,863605349,29.631104735406623,-82.36749582492553,3051,Long Leaf Road,,Gainesville,FL,32611,,"3051 Long Leaf Road, Gainesville FL 32611",108496,2977631331,6097321563,Long Leaf Road,22.26
node,4207110875,29.6859406,-82.3488085,1940,Northwest 36th Avenue,,Gainesville,FL,,US,"1940 Northwest 36th Avenue, Gainesville FL, US",99026,84876943,84885624,Northwest 36th Avenue,22.26
node,4204859335,29.684427,-82.3637389,3408,Northwest 27th Terrace,,Gainesville,FL,,US,"3408 Northwest 27th Terrace, Gainesville FL, US",96675,84864499,84830275,Northwest 27th Terrace;Northwest 32nd Place;Northwest 36th Place,22.26
way,663220441,28.976976208471278,-82.0240352641986,16875,Southeast 77th Northridge Court,,,,,,16875 Southeast 77th Northridge Court,37478,10132734621,1445317898,Southeast 77th Northridge Court,22.27
node,6225820465,28.9707254,-82.0005541,17309,Southeast 91st Lee Avenue,,,,,,17309 Southeast 91st Lee Avenue,32325,2161801489,2175106007,Southeast 91st Lee Avenue,22.27
node,4207111054,29.6810244,-82.3505566,2033,Northwest 31st Avenue,,Gainesville,FL,,US,"2033 Northwest 31st Avenue, Gainesville FL, US",98711,84875173,84875170,Northwest 31st Avenue,22.27
node,4204916944,29.686904,-82.3646142,3708,Northwest 28th Terrace,,Gainesville,FL,,US,"3708 Northwest 28th Terrace, Gainesville FL, US",97679,84869368,84869368,Northwest 38th Place;Northwest 28th Terrace;Northwest 29th Street;Northwest 35th Place,22.27
way,663515348,28.979710950988146,-82.01840348275782,16642,Southeast 80th Bellavista Circle,,,,,,16642 Southeast 80th Bellavista Circle,28521,1445318044,1445318044,Southeast 80th Bellavista Circle,22.27
way,663203018,28.97411298186157,-82.02940877966074,17022,Southeast 76th Creekside Circle,,,,,,17022 Southeast 76th Creekside Circle,32549,2161801944,2161801938,Southeast 76th Creekside Circle,22.27
node,6227729800,28.9768569,-81.9922377,9708,Southeast 168th Elderberry Place,,,,,,9708 Southeast 168th Elderberry Place,32668,2161802247,2161802226,Southeast 168th Elderberry Place,22.27
way,664471010,28.9770155083678,-82.00775503262146,8681,Southeast 168th Kittredge Loop,,,,,,8681 Southeast 168th Kittredge Loop,28592,1445320619,1445319248,Southeast 168th Kittredge Loop,22.27
node,6227519883,28.9605203,-81.9977209,9410,Southeast 177th Simons Lane,,,,,,9410 Southeast 177th Simons Lane,31726,2161772115,2161772115,Southeast 177th Simons Lane,22.27
way,662069487,28.965173247328163,-82.01955594326243,17656,Southeast 80th Altamaha Court,,,,,,17656 Southeast 80th Altamaha Court,31910,2161772795,2161772942,Southeast 80th Altamaha Court,22.27
way,662391306,28.978040851735873,-82.02011514835445,8045,Southeast 168th Turtlecreek Street,,,,,,8045 Southeast 168th Turtlecreek Street,28470,1445317899,1445317900,Southeast 168th Turtlecreek Street,22.27
way,1121122366,28.963435422894175,-81.99882605518103,9255,Southeast 177th Simons Lane,,,,,,9255 Southeast 177th Simons Lane,31850,2161772567,2161772673,Southeast 177th Simons Lane,22.27
node,6227723162,28.9776816,-81.9936385,16903,Southeast 96th Chapelwood Circle,,,,,,16903 Southeast 96th Chapelwood Circle,32667,2161802247,2161802309,Southeast 96th Chapelwood Circle,22.27
way,663509286,28.97933406477418,-82.02219698517118,7877,Southeast 167th Burleigh Place,,,,,,7877 Southeast 167th Burleigh Place,28500,1445317955,1445317955,Southeast 167th Burleigh Place,22.27
way,661843768,28.96816648462551,-82.01655976037719,17448,Southeast 82nd Roslyn Court,,,,,,17448 Southeast 82nd Roslyn Court,32102,2161773154,2161773035,Southeast 82nd Roslyn Court,22.27
way,664424535,28.973667872125052,-82.03465163653252,17122,Southeast 71st Lewisfield Terrace,,,,,,17122 Southeast 71st Lewisfield Terrace,32499,2161801810,2161801810,Southeast 71st Lewisfield Terrace,22.27
way,664479537,28.97692930816263,-82.00901345392366,16827,Southeast 86th Deptford Court,,,,,,16827 Southeast 86th Deptford Court,28615,1445320714,1445320592,Southeast 86th Deptford Court,22.28
way,663245717,28.979803695911443,-82.0220882701994,7885,Southeast 166th Hiberbia Lane,,,,,,7885 Southeast 166th Hiberbia Lane,28516,1445318010,1445318010,Southeast 166th Hiberbia Lane,22.28
way,664476007,28.977192541477002,-82.00979626093121,16829,Southeast 86th Albany Avenue,,,,,,16829 Southeast 86th Albany Avenue,28598,1445320644,1445320644,Southeast 86th Albany Avenue,22.28
